Student_id,Time_used(seconds),Sex,County,Total_Rater_1,Total_Rater_2,Total_Average,Asp_25_Rater_1,Asp_25_Rater_2,Asp_25_Average,Asp_28_Rater_1,Asp_28_Rater_2,Asp_28_Average,Asp_34_Rater_1,Asp_34_Rater_2,Asp_34_Average,Asp_35_Rater_1,Asp_35_Rater_2,Asp_35_Average,Asp_39_Rater_1,Asp_39_Rater_2,Asp_39_Average,Asp_40_Rater_1,Asp_40_Rater_2,Asp_40_Average,Asp_41_Rater_1,Asp_41_Rater_2,Asp_41_Average,Asp_42_Rater_1,Asp_42_Rater_2,Asp_42_Average,Asp_43_Rater_1,Asp_43_Rater_2,Asp_43_Average,word_count,sent_count,word_len,sent_len,LIX,SMOG,FK,lemma_count,TTR,RTTR,Uber,Maas,MTLD,CVV,LD,A,D,I,J,K,N,P,S,V,SV_ratio,F-index,A_TTR,D_TTR,J_TTR,K_TTR,P_TTR,S_TTR,V_TTR,S_abstr,rare_5000,rare_4000,rare_3000,rare_2000,rare_1000,n_cases,Nom,Gen,Par,Add,Ill,AddIll,Ine,Ela,All,Ade,Abl,Tra,Ter,Ess,Abe,Com,Sing,Plur,S_cases,S_Plur,A_cases,A_Plur,A_Pos,A_Cmp,A_Sup,P_cases,P_Plur,P_Prs,P_Reflex,P_Dem,P_Ind,P_IntRel,V_Fin,V_Ind,V_Cnd,V_Imp,V_Prs1,V_Prs2,V_Prs3,V_Pres,V_Past,V_Sing,V_Plur,V_Neg,V_Pass,V_NonFin,V_Inf,V_Part,V_Conv,J_Sub,K_Post,replaced_words,replaced_word_ratio,wordorder_errors,wordorder_error_ratio,missing_words,missing_word_ratio,unnecessary_words,unnecessary_word_ratio,whitespace_errors,whitespace_error_ratio,misc_errors,misc_error_ratio,replaced_punct,replaced_punct_ratio,unnecessary_punct,unnecessary_punct_ratio,missing_punct,missing_punct_ratio,error_count,spelling_errors,spell_error_word_ratio,paragraph_count,mean_word_count,mean_sent_count,std_word_count,std_sent_count,diff_word_count,diff_sent_count,errors_per_word,errors_per_sent
id_ irNj0I,5359,N,Jõgeva maakond,16.0,14.0,15.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.5,2.0,2.0,2.0,2.0,1.0,1.5,2.0,2.0,2.0,2.0,2.0,2.0,379,32,6.16622691292876,11.84375,49,14.992508632218648,17.39265089050132,189,0.4973118279569892,9.591803176256434,50.152322413332286,0.0199392560878529,199.60521042084167,2.592724864350674,0.5564516129032258,0.1187335092348284,0.1213720316622691,0.0,0.0738786279683377,0.0158311345646438,0.0052770448548812,0.1213720316622691,0.3271767810026385,0.2137203166226912,1.530864197530864,50.26385224274407,0.7333333333333333,0.6086956521739131,0.25,0.8333333333333334,0.2608695652173913,0.5725806451612904,0.4074074074074074,2.3295454545454546,0.1108179419525065,0.1160949868073878,0.1319261213720316,0.1398416886543535,0.179419525065963,10,0.3870967741935484,0.1382488479262673,0.1889400921658986,0.0,0.0,0.0,0.0368663594470046,0.0276497695852534,0.0737327188940092,0.0552995391705069,0.0,0.0460829493087557,0.0046082949308755,0.0,0.0,0.0230414746543778,0.663594470046083,0.3179723502304147,10,0.314516129032258,7,0.3555555555555555,0.8888888888888888,0.0666666666666666,0.0444444444444444,7,0.3043478260869565,0.1521739130434782,0.0652173913043478,0.4130434782608695,0.1521739130434782,0.2173913043478261,0.7530864197530864,0.7407407407407407,0.0123456790123456,0.0,0.0123456790123456,0.0,0.6666666666666666,0.691358024691358,0.2098765432098765,0.4814814814814814,0.1975308641975308,0.0246913580246913,0.1111111111111111,0.2222222222222222,0.0617283950617283,0.1481481481481481,0.0123456790123456,0.25,1.0,5,0.3333333333,2,0.1333333333,1,0.06666666667,1,0.06666666667,0,0.0,4,0.2666666667,0,0.0,1,0.06666666667,1,0.06666666667,15,3,0.0079155672823219,5,75.8,6.4,24.641428530018302,2.6076809620810595,64,6,0.0395778364116095,0.46875
id_ OF24iV,4600,N,Jõgeva maakond,9.0,15.0,12.0,1.0,2.0,1.5,1.0,2.0,1.5,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.5,1.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.5,465,28,6.01505376344086,16.607142857142858,56,17.329120510548567,18.9530222734255,233,0.4988962472406181,10.618406277609637,53.7912607502479,0.0185903804085014,214.1633986928105,3.74650374650562,0.5099337748344371,0.0602150537634408,0.1139784946236559,0.0,0.1139784946236559,0.0193548387096774,0.0043010752688172,0.1376344086021505,0.2838709677419355,0.2666666666666666,1.064516129032258,42.25806451612903,0.8571428571428571,0.660377358490566,0.1698113207547169,0.7777777777777778,0.171875,0.6515151515151515,0.4758064516129032,2.0444444444444443,0.0666666666666666,0.086021505376344,0.0989247311827957,0.1139784946236559,0.1720430107526881,11,0.3584070796460177,0.1814159292035398,0.2168141592920354,0.0044247787610619,0.0044247787610619,0.0088495575221238,0.0530973451327433,0.0353982300884955,0.0575221238938053,0.0353982300884955,0.0,0.0221238938053097,0.0,0.0,0.0,0.0265486725663716,0.6592920353982301,0.336283185840708,10,0.3181818181818182,5,0.4642857142857143,0.75,0.2142857142857142,0.0,9,0.328125,0.28125,0.078125,0.46875,0.0625,0.109375,0.6209677419354839,0.5887096774193549,0.032258064516129,0.0,0.0,0.0080645161290322,0.5080645161290323,0.6129032258064516,0.032258064516129,0.3790322580645161,0.1370967741935483,0.064516129032258,0.0403225806451612,0.2741935483870967,0.2419354838709677,0.0241935483870967,0.0080645161290322,0.5094339622641509,0.6666666666666666,20,0.5128205128,3,0.07692307692,1,0.02564102564,2,0.05128205128,0,0.0,5,0.1282051282,0,0.0,1,0.02564102564,7,0.1794871795,39,7,0.0150537634408602,5,92.6,5.4,30.02165884823821,1.816590212458495,68,4,0.0838709677419354,1.3928571428571428
id_ SGOn1M,8104,N,Jõgeva maakond,22.0,23.0,22.5,3.0,3.0,3.0,2.0,3.0,2.5,1.0,1.0,1.0,3.0,2.0,2.5,2.0,3.0,2.5,3.0,2.0,2.5,2.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,412,25,6.847087378640777,16.48,67,19.567521201563125,24.11778252427184,212,0.5073891625615764,10.22360833990058,53.17244175763964,0.0188067345968049,346.9883720930232,3.086066999241838,0.6502463054187192,0.1189320388349514,0.0679611650485436,0.0,0.0752427184466019,0.0218446601941747,0.0024271844660194,0.1116504854368932,0.3980582524271844,0.203883495145631,1.9523809523809523,57.76699029126214,0.6530612244897959,0.7857142857142857,0.2580645161290322,0.5555555555555556,0.3260869565217391,0.5487804878048781,0.4761904761904761,2.4680851063829787,0.0970873786407767,0.1237864077669902,0.145631067961165,0.1699029126213592,0.2233009708737864,13,0.2692307692307692,0.273076923076923,0.1576923076923077,0.0038461538461538,0.0,0.0038461538461538,0.0884615384615384,0.0269230769230769,0.0307692307692307,0.0653846153846153,0.0076923076923076,0.0269230769230769,0.0115384615384615,0.0038461538461538,0.0,0.023076923076923,0.7846153846153846,0.2038461538461538,13,0.2378048780487804,6,0.1224489795918367,0.8571428571428571,0.1020408163265306,0.0408163265306122,8,0.1739130434782608,0.0869565217391304,0.1956521739130435,0.2391304347826087,0.3260869565217391,0.1521739130434782,0.5952380952380952,0.5833333333333334,0.0,0.0119047619047619,0.0,0.0,0.5,0.5952380952380952,0.0595238095238095,0.4523809523809524,0.0476190476190476,0.0595238095238095,0.0833333333333333,0.3333333333333333,0.2619047619047619,0.0595238095238095,0.0119047619047619,0.2903225806451613,1.0,18,0.6923076923,0,0.0,2,0.07692307692,2,0.07692307692,0,0.0,2,0.07692307692,0,0.0,1,0.03846153846,1,0.03846153846,26,16,0.0388349514563106,5,81.4,4.8,29.091235793620044,1.3038404810405295,59,3,0.0631067961165048,1.04
id_ Q7ncfG,7322,N,Jõgeva maakond,13.0,18.0,15.5,0.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,2.5,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.5,2.0,1.0,1.5,1.0,1.0,1.0,402,26,6.1716417910447765,15.461538461538462,60,17.95009245353334,19.705174129353235,203,0.4948979591836734,9.798479682156444,50.690618966450245,0.0197275160648926,210.1926989826451,3.3026075296415955,0.5204081632653061,0.0671641791044776,0.1343283582089552,0.0,0.1069651741293532,0.017412935323383,0.0,0.1467661691542288,0.2835820895522388,0.2412935323383084,1.175257731958763,42.288557213930346,0.8148148148148148,0.6111111111111112,0.1395348837209302,0.7142857142857143,0.3220338983050847,0.631578947368421,0.4742268041237113,2.057471264367816,0.0771144278606965,0.0845771144278607,0.1044776119402985,0.1218905472636815,0.1965174129353233,12,0.365,0.165,0.185,0.01,0.01,0.02,0.055,0.03,0.05,0.05,0.005,0.03,0.0,0.0,0.0,0.035,0.62,0.37,11,0.3684210526315789,5,0.4074074074074074,0.9629629629629628,0.037037037037037,0.0,10,0.3559322033898305,0.1186440677966101,0.1525423728813559,0.3728813559322034,0.1694915254237288,0.1694915254237288,0.6907216494845361,0.6185567010309279,0.0618556701030927,0.0,0.0103092783505154,0.0,0.4329896907216495,0.6185567010309279,0.1030927835051546,0.2783505154639175,0.1649484536082474,0.0721649484536082,0.134020618556701,0.1752577319587628,0.134020618556701,0.0309278350515463,0.0103092783505154,0.4883720930232558,1.0,13,0.5909090909,1,0.04545454545,0,0.0,0,0.0,2,0.09090909091,1,0.04545454545,0,0.0,1,0.04545454545,4,0.1818181818,22,5,0.0124378109452736,4,99.75,6.25,35.20771695712934,2.6299556396765835,78,6,0.0547263681592039,0.8461538461538461
id_ 8ODEVG,8151,N,Jõgeva maakond,24.0,20.0,22.0,0.0,0.0,0.0,3.0,2.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.5,3.0,3.0,3.0,3.0,2.0,2.5,3.0,2.0,2.5,3.0,3.0,3.0,419,25,6.193317422434368,16.76,58,18.3726083363378,20.51680572792363,256,0.5985221674876847,12.059887507746804,70.28416227060364,0.0142279564512679,344.4848484848484,2.956582369957723,0.5221674876847291,0.0859188544152744,0.1599045346062052,0.0,0.0954653937947494,0.0214797136038186,0.0023866348448687,0.1408114558472553,0.2863961813842482,0.2076372315035799,1.3793103448275863,44.27207637231504,0.8611111111111112,0.6716417910447762,0.25,0.7777777777777778,0.3050847457627119,0.875,0.4482758620689655,2.2948717948717947,0.1121718377088305,0.1360381861575179,0.1599045346062052,0.18854415274463,0.2577565632458234,13,0.3472222222222222,0.2685185185185185,0.1712962962962963,0.0046296296296296,0.0046296296296296,0.0092592592592592,0.0324074074074074,0.0046296296296296,0.0092592592592592,0.0879629629629629,0.0,0.0277777777777777,0.0046296296296296,0.0046296296296296,0.0,0.0231481481481481,0.6712962962962963,0.3194444444444444,10,0.275,6,0.3055555555555556,0.8888888888888888,0.1111111111111111,0.0,8,0.423728813559322,0.1186440677966101,0.0677966101694915,0.5084745762711864,0.1525423728813559,0.135593220338983,0.6896551724137931,0.6666666666666666,0.0229885057471264,0.0,0.0,0.0,0.5287356321839081,0.6896551724137931,0.057471264367816,0.3908045977011494,0.1379310344827586,0.0804597701149425,0.1034482758620689,0.2528735632183908,0.1724137931034483,0.057471264367816,0.0229885057471264,0.25,1.0,9,0.75,0,0.0,2,0.1666666667,0,0.0,0,0.0,1,0.08333333333,0,0.0,0,0.0,0,0.0,12,3,0.0071599045346062,5,83.0,4.8,28.53068523537421,1.3038404810405295,59,3,0.0286396181384248,0.48
id_ W93zCN,5074,N,Jõgeva maakond,18.0,16.0,17.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.5,1.0,1.0,1.0,2.0,0.0,1.0,402,19,5.796019900497512,21.157894736842103,57,18.41311972477687,19.81332024090076,215,0.5241730279898219,10.391325409489555,55.24779938427717,0.0181002684476983,219.45299145299143,2.98142396999972,0.5216284987277354,0.0746268656716417,0.1442786069651741,0.0,0.0970149253731343,0.0199004975124378,0.0074626865671641,0.1343283582089552,0.2985074626865671,0.2238805970149253,1.3333333333333333,44.5273631840796,0.8333333333333334,0.603448275862069,0.2051282051282051,0.75,0.2222222222222222,0.7416666666666667,0.4444444444444444,2.3908045977011496,0.0646766169154228,0.0746268656716417,0.0771144278606965,0.1094527363184079,0.1641791044776119,10,0.3623188405797101,0.1884057971014492,0.178743961352657,0.0,0.0,0.0,0.0676328502415458,0.0338164251207729,0.0531400966183574,0.038647342995169,0.0,0.0338164251207729,0.0,0.0048309178743961,0.0,0.038647342995169,0.6473429951690821,0.3526570048309179,10,0.3333333333333333,8,0.4,0.8666666666666667,0.1333333333333333,0.0,8,0.3888888888888889,0.2037037037037037,0.0925925925925925,0.3888888888888889,0.1666666666666666,0.1481481481481481,0.5888888888888889,0.5444444444444444,0.0444444444444444,0.0,0.0222222222222222,0.0,0.4444444444444444,0.5444444444444444,0.1777777777777777,0.2777777777777778,0.1888888888888888,0.0777777777777777,0.0333333333333333,0.2555555555555555,0.1,0.1333333333333333,0.0222222222222222,0.358974358974359,1.0,15,0.652173913,0,0.0,0,0.0,1,0.04347826087,0,0.0,2,0.08695652174,0,0.0,0,0.0,5,0.2173913043,23,7,0.017412935323383,4,99.75,4.5,52.124050750749085,2.3804761428476167,100,5,0.0572139303482587,1.2105263157894737
id_ mGB0sR,6365,M,Jõgeva maakond,9.0,11.0,10.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.5,2.0,2.0,2.0,1.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,406,27,6.497536945812808,15.037037037037036,60,17.5058628484301,20.41385331143952,201,0.4962593516209476,9.937585771834554,51.27700710967087,0.0195019182352278,133.66666666666666,2.943628450332726,0.5311720698254364,0.0763546798029556,0.0886699507389162,0.0,0.0935960591133004,0.0320197044334975,0.0049261083743842,0.1502463054187192,0.3152709359605911,0.2389162561576354,1.3195876288659794,47.29064039408867,0.8387096774193549,0.5833333333333334,0.2105263157894736,0.6153846153846154,0.2131147540983606,0.6484375,0.422680412371134,2.22972972972973,0.125615763546798,0.1379310344827586,0.1551724137931034,0.2068965517241379,0.2783251231527093,10,0.3918918918918919,0.2477477477477477,0.1621621621621621,0.0,0.0045045045045045,0.0045045045045045,0.0315315315315315,0.045045045045045,0.0225225225225225,0.0045045045045045,0.0,0.0675675675675675,0.0,0.0,0.0,0.018018018018018,0.6306306306306306,0.3648648648648648,10,0.3359375,5,0.3870967741935484,0.7419354838709677,0.2258064516129032,0.0,8,0.4262295081967213,0.0655737704918032,0.0,0.5245901639344263,0.1475409836065573,0.2622950819672131,0.6804123711340206,0.6701030927835051,0.0103092783505154,0.0,0.0206185567010309,0.0,0.5979381443298969,0.6804123711340206,0.1443298969072164,0.3917525773195876,0.2268041237113402,0.0206185567010309,0.0927835051546391,0.2577319587628865,0.1134020618556701,0.1443298969072164,0.0,0.3421052631578947,0.8461538461538461,20,0.6060606061,2,0.06060606061,0,0.0,1,0.0303030303,1,0.0303030303,3,0.09090909091,0,0.0,4,0.1212121212,2,0.06060606061,33,13,0.0320197044334975,5,81.2,5.4,27.9320604324135,2.3021728866442674,58,5,0.0812807881773399,1.2222222222222223
id_ dAOyl7,8660,N,Jõgeva maakond,15.0,21.0,18.0,2.0,3.0,2.5,1.0,2.0,1.5,1.0,3.0,2.0,1.0,2.0,1.5,1.0,2.0,1.5,2.0,2.0,2.0,2.0,3.0,2.5,2.0,2.0,2.0,3.0,2.0,2.5,401,29,5.835411471321696,13.827586206896552,50,15.903189008614271,17.287047897497633,206,0.5115089514066496,10.114434748483472,53.14139479571139,0.0188177221136977,217.01132686084145,3.258863652823221,0.5166240409207161,0.0723192019950124,0.1471321695760598,0.0,0.0997506234413965,0.0099750623441396,0.0,0.1246882793017456,0.286783042394015,0.2593516209476309,1.1057692307692308,41.89526184538653,0.7241379310344828,0.6949152542372882,0.2,1.0,0.22,0.6521739130434783,0.4519230769230769,2.1511627906976742,0.084788029925187,0.0972568578553615,0.112219451371571,0.1471321695760598,0.2044887780548628,13,0.3350515463917525,0.1804123711340206,0.2216494845360824,0.0051546391752577,0.0051546391752577,0.0103092783505154,0.0309278350515463,0.0103092783505154,0.0670103092783505,0.0515463917525773,0.0051546391752577,0.0257731958762886,0.0051546391752577,0.0,0.0,0.0360824742268041,0.6752577319587629,0.3041237113402061,12,0.2869565217391304,5,0.2758620689655172,0.8275862068965517,0.0689655172413793,0.0344827586206896,8,0.36,0.24,0.1,0.44,0.12,0.1,0.5865384615384616,0.4807692307692308,0.0961538461538461,0.0,0.0,0.0,0.3942307692307692,0.5673076923076923,0.048076923076923,0.3365384615384615,0.0576923076923076,0.1153846153846153,0.0096153846153846,0.2884615384615384,0.2403846153846154,0.0288461538461538,0.0192307692307692,0.425,1.0,12,0.5454545455,2,0.09090909091,2,0.09090909091,3,0.1363636364,0,0.0,1,0.04545454545,0,0.0,0,0.0,2,0.09090909091,22,2,0.0049875311720698,5,79.2,5.6,32.182293268193305,2.073644135332772,77,5,0.054862842892768,0.7586206896551724
id_ Cq08R6,9145,N,Jõgeva maakond,27.0,25.0,26.0,3.0,3.0,3.0,3.0,2.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.5,523,37,6.483747609942639,14.135135135135137,60,17.97867684354785,21.84813291302775,249,0.4700193423597679,10.68712778034508,51.70728464315685,0.0193396347710233,211.3284671532847,4.341215710622296,0.5686653771760155,0.0688336520076481,0.0726577437858508,0.0,0.1185468451242829,0.02868068833652,0.0,0.1319311663479923,0.3307839388145315,0.248565965583174,1.3307692307692307,48.75717017208413,0.6944444444444444,0.631578947368421,0.1451612903225806,0.6,0.2318840579710145,0.5664739884393064,0.5384615384615384,2.523809523809524,0.1070745697896749,0.1108986615678776,0.135755258126195,0.1606118546845124,0.2160611854684512,12,0.3309352517985611,0.2302158273381295,0.1870503597122302,0.0,0.0071942446043165,0.0071942446043165,0.0863309352517985,0.0215827338129496,0.0215827338129496,0.039568345323741,0.0,0.0251798561151079,0.0071942446043165,0.0,0.0035971223021582,0.039568345323741,0.6834532374100719,0.316546762589928,12,0.2716763005780346,7,0.3333333333333333,0.9444444444444444,0.0555555555555555,0.0,9,0.4202898550724637,0.0434782608695652,0.1739130434782608,0.5072463768115942,0.144927536231884,0.1159420289855072,0.6153846153846154,0.5,0.1153846153846153,0.0,0.0,0.0,0.4307692307692308,0.6076923076923076,0.0692307692307692,0.2846153846153846,0.1461538461538461,0.0615384615384615,0.0923076923076923,0.2846153846153846,0.2076923076923077,0.0615384615384615,0.0153846153846153,0.4193548387096774,0.8666666666666667,8,0.7272727273,2,0.1818181818,0,0.0,0,0.0,0,0.0,1,0.09090909091,0,0.0,0,0.0,0,0.0,11,11,0.0210325047801147,5,103.8,7.2,49.73630464761128,3.0331501776206204,98,6,0.0210325047801147,0.2972972972972973
id_ TIwxKQ,6666,N,Jõgeva maakond,13.0,13.0,13.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.5,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.5,437,41,6.224256292906179,10.658536585365852,55,15.394561949281332,18.161337277446005,232,0.5271867612293144,10.842631034676828,57.12384721807789,0.0175058237268643,151.04485488126647,4.053066792855804,0.5602836879432624,0.0594965675057208,0.1075514874141876,0.0,0.0823798627002288,0.0274599542334096,0.0022883295194508,0.1350114416475972,0.3135011441647597,0.2677345537757437,1.170940170940171,44.50800915331808,0.7692307692307693,0.5957446808510638,0.1666666666666666,0.9166666666666666,0.2542372881355932,0.6496350364963503,0.5299145299145299,2.216867469879518,0.0640732265446224,0.0755148741418764,0.1098398169336384,0.137299771167048,0.1876430205949656,10,0.3766816143497757,0.1614349775784753,0.2242152466367713,0.0044843049327354,0.0,0.0044843049327354,0.0672645739910313,0.0358744394618834,0.0089686098654708,0.0403587443946188,0.0,0.0538116591928251,0.0,0.0,0.0,0.0224215246636771,0.695067264573991,0.3004484304932735,9,0.2627737226277372,7,0.3846153846153846,0.8076923076923077,0.1923076923076923,0.0,9,0.3559322033898305,0.1694915254237288,0.1016949152542373,0.5423728813559322,0.0847457627118644,0.1016949152542372,0.6153846153846154,0.5470085470085471,0.0683760683760683,0.0,0.0,0.0,0.4615384615384615,0.5213675213675214,0.1452991452991453,0.376068376068376,0.0854700854700854,0.0854700854700854,0.0683760683760683,0.2649572649572649,0.1794871794871795,0.0512820512820512,0.0341880341880341,0.4166666666666667,0.9166666666666666,20,0.5714285714,2,0.05714285714,2,0.05714285714,5,0.1428571429,0,0.0,3,0.08571428571,0,0.0,1,0.02857142857,2,0.05714285714,35,18,0.0411899313501144,5,86.0,8.0,44.48595283907045,4.0,103,10,0.080091533180778,0.8536585365853658
id_ qdvMf6,8971,N,Jõgeva maakond,17.0,19.0,18.0,0.0,1.0,0.5,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.5,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,635,44,6.05984251968504,14.431818181818182,56,16.908762484321528,18.209747673586254,313,0.4904458598726114,12.290538020801382,58.25936423334326,0.0171646226003214,314.0,3.457574189675246,0.5414012738853503,0.089763779527559,0.1354330708661417,0.0,0.1007874015748031,0.0078740157480314,0.0015748031496062,0.1291338582677165,0.2740157480314961,0.2614173228346457,1.0481927710843373,42.28346456692913,0.7368421052631579,0.6162790697674418,0.125,1.0,0.2073170731707317,0.7126436781609196,0.3795180722891566,2.2704918032786887,0.0771653543307086,0.0881889763779527,0.1118110236220472,0.1590551181102362,0.2283464566929134,12,0.4140127388535032,0.1464968152866242,0.2101910828025477,0.0127388535031847,0.0063694267515923,0.019108280254777,0.0382165605095541,0.0318471337579617,0.0286624203821656,0.0095541401273885,0.0,0.0445859872611464,0.0031847133757961,0.0,0.0,0.0286624203821656,0.6464968152866242,0.3280254777070063,12,0.3333333333333333,5,0.2982456140350877,0.912280701754386,0.0526315789473684,0.0350877192982456,9,0.3414634146341463,0.1097560975609756,0.073170731707317,0.4634146341463415,0.1463414634146341,0.2073170731707317,0.6325301204819277,0.536144578313253,0.0963855421686747,0.0,0.0060240963855421,0.0,0.4397590361445783,0.572289156626506,0.1144578313253012,0.2951807228915662,0.1506024096385542,0.1024096385542168,0.0421686746987951,0.2228915662650602,0.1626506024096385,0.0542168674698795,0.0060240963855421,0.40625,0.8,16,0.7272727273,4,0.1818181818,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04545454545,1,0.04545454545,22,10,0.0157480314960629,5,125.8,8.6,63.314295384217935,3.847076812334269,141,10,0.0346456692913385,0.5
id_ QEqJ8k,7329,N,Jõgeva maakond,27.0,20.0,23.5,3.0,1.0,2.0,3.0,2.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.5,3.0,2.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,409,31,6.070904645476773,13.193548387096774,55,16.702327027331556,19.560373846517862,196,0.4693877551020408,9.29340340988034,47.14364451969583,0.0212117669346122,107.41637010676158,2.7577164466275352,0.5816326530612245,0.0806845965770171,0.1149144254278728,0.0,0.0855745721271393,0.0244498777506112,0.0024449877750611,0.1369193154034229,0.3105134474327628,0.2444987775061124,1.27,45.965770171149146,0.8181818181818182,0.7021276595744681,0.1714285714285714,0.6,0.3035714285714285,0.5354330708661418,0.39,2.3378378378378377,0.1026894865525672,0.1198044009779951,0.1320293398533007,0.1515892420537897,0.1858190709046454,12,0.4147465437788018,0.2211981566820276,0.2073732718894009,0.0,0.0,0.0,0.0368663594470046,0.0092165898617511,0.0092165898617511,0.0138248847926267,0.0230414746543778,0.0184331797235023,0.0,0.0092165898617511,0.0092165898617511,0.0092165898617511,0.7419354838709677,0.2350230414746544,11,0.1968503937007874,6,0.1212121212121212,0.8787878787878788,0.0909090909090909,0.0303030303030303,6,0.3928571428571428,0.1607142857142857,0.1428571428571428,0.25,0.25,0.1964285714285714,0.63,0.62,0.0,0.01,0.01,0.0,0.56,0.57,0.16,0.46,0.11,0.03,0.05,0.29,0.16,0.1,0.03,0.2571428571428571,0.8,18,0.6923076923,0,0.0,1,0.03846153846,1,0.03846153846,0,0.0,1,0.03846153846,2,0.07692307692,1,0.03846153846,2,0.07692307692,26,21,0.0513447432762836,5,80.6,6.0,23.96455716260996,2.549509756796392,64,7,0.0635696821515892,0.8387096774193549
id_ 92RImc,4823,N,Jõgeva maakond,19.0,21.0,20.0,2.0,3.0,2.5,3.0,2.0,2.5,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.5,2.0,3.0,2.5,2.0,1.0,1.5,1.0,2.0,1.5,2.0,2.0,2.0,507,31,5.954635108481263,16.35483870967742,54,16.856573195114265,18.53118788572883,212,0.4123505976095618,9.238862143423251,43.65255965449517,0.0229081641011404,167.33333333333334,2.6035026035039053,0.5059760956175299,0.0907297830374753,0.136094674556213,0.0,0.1163708086785009,0.0177514792899408,0.0059171597633136,0.1143984220907297,0.2741617357001972,0.2445759368836292,1.1209677419354838,44.37869822485207,0.6521739130434783,0.5072463768115942,0.1525423728813559,0.5555555555555556,0.2413793103448276,0.5539568345323741,0.3306451612903225,2.1621621621621623,0.0552268244575936,0.0650887573964497,0.0769230769230769,0.1104536489151873,0.1577909270216962,11,0.4024390243902439,0.1056910569105691,0.2154471544715447,0.0040650406504065,0.0121951219512195,0.016260162601626,0.073170731707317,0.056910569105691,0.0528455284552845,0.016260162601626,0.0,0.0284552845528455,0.0,0.0,0.0,0.0284552845528455,0.6910569105691057,0.3048780487804878,11,0.3525179856115107,6,0.3478260869565217,0.7608695652173914,0.1956521739130435,0.0434782608695652,10,0.1724137931034483,0.0689655172413793,0.0689655172413793,0.4827586206896552,0.2068965517241379,0.1724137931034483,0.6693548387096774,0.6209677419354839,0.0483870967741935,0.0,0.0080645161290322,0.0080645161290322,0.5,0.6048387096774194,0.0725806451612903,0.3709677419354839,0.1451612903225806,0.0564516129032258,0.0725806451612903,0.2177419354838709,0.2096774193548387,0.0080645161290322,0.0,0.3898305084745763,0.8888888888888888,10,0.3846153846,0,0.0,0,0.0,3,0.1153846154,0,0.0,3,0.1153846154,0,0.0,4,0.1538461538,6,0.2307692308,26,3,0.0059171597633136,5,99.2,6.0,44.14974518612763,2.345207879911715,94,5,0.0512820512820512,0.8387096774193549
